timestamp,data_value
0,91
10,91
21,91
30,91
41,91
51,91
58,91
70,91
120,93
140,93
151,99
160,99
180,99
190,99
200,97
211,97
220,97
230,97
261,93
270,93
280,93
321,95
341,95
350,91
358,91
370,91
380,91
444,99
471,99
482,99
492,97
502,97
508,97
552,97
571,97
591,95
603,95
612,95
628,93
662,93
671,93
683,93
711,93
731,91
741,91
751,91
761,91
768,91
810,93
830,91
860,91
869,93
880,93
902,93
910,93
918,93
928,93
940,93
970,93
981,93
990,93
998,93
1010,93
1020,89
1028,89
1040,89
1048,89
1061,85
1070,85
1080,85
1090,85
1100,85
1108,87
1120,87
1130,87
1138,87
1150,87
1160,91
1171,91
1180,91
1190,91
1201,89
1208,89
1220,89
1230,89
1238,89
1251,93
1258,93
1268,93
1280,93
1288,93
1301,91
1308,91
1320,91
1331,91
1340,91
1348,93
1361,93
1370,93
1395,91
1420,91
1430,91
1441,91
1460,91
1474,91
1480,91
1490,91
1501,91
1510,91
1541,93
1550,93
1571,93
1582,93
1590,93
1610,93
1621,93
1633,95
1640,95
1652,95
1668,95
1678,95
1701,95
1712,95
1718,95
1732,97
1744,97
1751,97
1761,97
1771,97
1781,99
1792,99
1801,99
1808,99
1822,97
1832,97
1841,97
1852,97
1861,97
1872,93
1878,93
1892,93
1901,93
1913,93
1922,93
1932,93
1941,93
1952,93
1961,93
1971,95
1981,95
1991,95
2000,95
2011,93
2020,93
2030,93
2041,93
2051,93
2061,91
2070,91
2080,91
2088,91
2101,91
2111,93
2118,93
2128,93
2140,93
2151,93
2160,91
2171,91
2180,91
2188,91
2201,91
2211,91
2220,91
2230,91
2240,91
2251,89
2260,89
2270,89
2281,89
2290,89
2300,89
2308,89
2318,89
2330,89
2360,89
2368,89
2381,89
2391,91
2400,91
2420,91
2430,91
2470,91
2480,91
2490,93
2502,93
2510,93
2520,93
2541,91
2551,91
2581,91
2602,91
2610,91
2670,91
2694,91
2700,91
2710,91
2720,91
2740,91
2750,91
2773,93
2780,93
2790,93
2800,93
2810,93
2822,91
2831,91
2840,91
2851,91
2862,91
2870,93
2884,93
2902,93
2912,93
2922,91
2928,91
2942,91
2951,91
2971,93
2982,93
2991,93
3002,93
3022,91
3038,91
3051,91
3062,95
3091,95
3102,95
3142,93
3151,95
3162,95
3171,95
3181,95
3191,95
3201,93
3211,93
3221,93
3241,93
3250,93
3268,93
3290,93
3300,91
3312,91
3320,91
3341,93
3370,93
3380,93
3391,91
3401,91
3421,91
3430,91
3438,95
3451,95
3460,95
3470,95
3501,95
3520,95
3530,95
3541,95
3548,95
3562,95
3571,95
3581,93
3590,93
3611,93
3618,93
3631,93
3648,93
3658,93
3671,93
3681,91
3691,91
3700,91
3710,91
3720,91
3741,93
3791,93
3801,93
3821,93
3830,93
3840,93
3860,93
3871,93
3881,93
3888,93
3901,93
3910,93
3920,93
3928,93
3970,91
4000,91
4020,91
4030,91
4040,91
4063,89
4070,89
4081,89
4122,89
4132,89
4168,91
4193,91
4202,91
4212,91
4221,91
4241,91
4272,91
4312,93
4332,93
4352,93
4361,93
4372,93
4392,93
4401,93
4460,93
4470,93
4530,93
4540,91
4548,91
4561,91
4568,91
4590,93
4610,93
4621,93
4648,91
4661,91
4668,91
4680,93
4688,93
4700,93
4728,91
4741,91
4750,91
4761,91
4771,93
4780,93
4798,93
4810,93
4821,93
4830,93
4840,93
4860,93
4870,95
4880,95
4890,95
4902,95
4910,95
4920,93
4928,93
4968,93
4980,93
5000,93
5011,93
5040,93
5050,93
5061,93
5070,93
5080,93
5088,93
5108,93
5130,93
5150,93
5160,93
5170,93
5183,93
5190,93
5202,91
5210,91
5220,91
5230,91
5242,91
5252,93
5264,93
5270,93
5280,93
5291,93
5298,93
5311,93
5322,93
5328,93
5352,93
5372,93
5398,91
5442,93
5451,93
5492,91
5502,91
5542,91
5563,91
5572,91
5591,91
5631,93
5661,93
5701,91
5730,93
5762,93
5870,91
5890,91
5900,91
5942,93
5968,93
6070,91
6080,91
6148,93
6160,91
6180,91
6188,91
6241,91
6264,93
6270,93
6320,93
6330,93
6350,93
6380,93
6410,91
6430,91
6461,93
6473,93
6492,93
6502,93
6521,93
6568,93
6582,93
6592,93
6661,93
6742,93
6758,93
6801,93
6811,93
6821,93
6831,93
6841,93
6871,93
6910,93
6931,91
6971,93
6990,93
6998,93
7011,91
7061,93
7070,93
7090,93
7131,91
7171,93
7180,93
7228,93
7258,93
7270,93
7280,93
7290,93
7301,91
7310,91
7320,91
7330,91
7341,91
7350,91
7370,91
7380,91
7391,93
7398,93
7411,93
7420,93
7431,93
7441,93
7451,93
7460,93
7470,93
7480,93
7510,93
7531,93
7540,93
7550,93
7563,93
7571,93
7580,93
7590,95
7598,95
7610,95
7620,95
7640,95
7650,95
